objectid,collectionid,parentid,display_template,sequence,title,archival_call_number,archival_collection,finding_aid_ark,archival_series_title,folder_title,box,folder_num,contributing_institution,contributing_institution_uri,personal_creator,personal_creator_uri,corporate_creator,corporate_creator_uri,interviewee,interviewee_uri,interviewer,interviewer_uri,personal_contributor,personal_contributor_uri,corporate_contributor,corporate_contributor_uri,description,language,subject,subject_uri,location,location_uri,latitude,longitude,geodetic_datum,personal_name_subject,personal_name_subject_uri,corporate_name_subject,corporate_name_subject_uri,chronological_subject,extent,medium,medium_uri,genre,genre_uri,type,format,rights,rights_management_valueURI,date,date_digital,publisher,publisher_uri,ark,pres_file,filename,image_small,image_thumb,object_location,object_pdf,image_alt_text,object_ocr,object_hocr,object_transcript,avian_id,uid,issuance,issuance_start,issuance_end,frequency,relation,relation_uri,disclaimer,digital_origin
mezvinsky247,mezvinsky,mezvinsky248,child,2,Back,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_001_013_002.tif,ms0274_001_013_002.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_001_013_002_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_001_013_002_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_001_013_002.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky261,mezvinsky,,complex,0,1977 inaugural guide to Washington,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,"A booklet entitled ""1977 inaugural guide to Washington.""",eng,Presidents--Inauguration,http://id.worldcat.org/fast/1075771,Washington (D.C.),http://id.worldcat.org/fast/1204505,,,,"Carter, Jimmy, 1924-;Mondale, Walter F., 1928-2021",http://id.loc.gov/authorities/names/n79021791;http://id.loc.gov/authorities/names/n79077424,,,1970s,12 pages,,,booklets;guidebooks,http://vocab.getty.edu/aat/300311670;http://vocab.getty.edu/aat/300026300,Text,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,1977,2018-09-28,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,https://n2t.net/ark:/87292/w9m277,,,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_002_001_005_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_002_001_005_th.jpg,,https://digitalcollections.iastatedigital.org/objects/mezvinsky/pdf/mezvinsky261.pdf,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital; Digitized with Plustek
mezvinsky249,mezvinsky,mezvinsky261,child,1,Page 1,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_002_001_005.tif,ms0274_002_001_005.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_002_001_005_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_002_001_005_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_002_001_005.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky250,mezvinsky,mezvinsky261,child,2,Page 2,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_002_001_006.tif,ms0274_002_001_006.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_002_001_006_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_002_001_006_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_002_001_006.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky251,mezvinsky,mezvinsky261,child,3,Page 3,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_002_001_007.tif,ms0274_002_001_007.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_002_001_007_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_002_001_007_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_002_001_007.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky252,mezvinsky,mezvinsky261,child,4,Page 4,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_002_001_008.tif,ms0274_002_001_008.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_002_001_008_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_002_001_008_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_002_001_008.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky253,mezvinsky,mezvinsky261,child,5,Page 5,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_002_001_009.tif,ms0274_002_001_009.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_002_001_009_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_002_001_009_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_002_001_009.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky254,mezvinsky,mezvinsky261,child,6,Page 6,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_002_001_010.tif,ms0274_002_001_010.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_002_001_010_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_002_001_010_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_002_001_010.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky255,mezvinsky,mezvinsky261,child,7,Page 7,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_002_001_012.tif,ms0274_002_001_012.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_002_001_012_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_002_001_012_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_002_001_012.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky256,mezvinsky,mezvinsky261,child,8,Page 8,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_002_001_013.tif,ms0274_002_001_013.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_002_001_013_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_002_001_013_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_002_001_013.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky257,mezvinsky,mezvinsky261,child,9,Page 9,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_002_001_014.tif,ms0274_002_001_014.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_002_001_014_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_002_001_014_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_002_001_014.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky258,mezvinsky,mezvinsky261,child,10,Page 10,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_002_001_016.tif,ms0274_002_001_016.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_002_001_016_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_002_001_016_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_002_001_016.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky259,mezvinsky,mezvinsky261,child,11,Page 11,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_002_001_017.tif,ms0274_002_001_017.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_002_001_017_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_002_001_017_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_002_001_017.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky260,mezvinsky,mezvinsky261,child,12,Page 12,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_002_001_018.tif,ms0274_002_001_018.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_002_001_018_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_002_001_018_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_002_001_018.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
